23:53:40.138 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
23:53:41.825 [restartedMain] INFO  c.a.n.client.naming - [call,56] - initializer namespace from System Property :null
23:53:41.825 [restartedMain] INFO  c.a.n.client.naming - [call,65] - initializer namespace from System Environment :null
23:53:41.825 [restartedMain] INFO  c.a.n.client.naming - [call,75] - initializer namespace from System Property :null
23:53:42.294 [restartedMain] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
23:53:45.678 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8081"]
23:53:45.682 [restartedMain] INFO  c.a.n.client.naming - [addBeatInfo,58] - [BEAT] adding beat: {"cluster":"DEFAULT","ip":"192.168.204.1","metadata":{"preserved.register.source":"SPRING_CLOUD"},"period":5000,"port":8081,"scheduled":false,"serviceName":"DEFAULT_GROUP@@com-dualwings-sales","stopped":false,"weight":1.0} to beat map.
23:53:45.683 [restartedMain] INFO  c.a.n.client.naming - [registerService,172] - [REGISTER-SERVICE] public registering service DEFAULT_GROUP@@com-dualwings-sales with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.204.1","ipDeleteTimeout":30000,"metadata":{"preserved.register.source":"SPRING_CLOUD"},"port":8081,"weight":1.0}
23:53:45.687 [restartedMain] INFO  c.a.c.n.r.NacosServiceRegistry - [register,62] - nacos registry, com-dualwings-sales 192.168.204.1:8081 register finished
23:53:47.269 [restartedMain] INFO  c.d.s.Application - [logStarted,61] - Started Application in 10.922 seconds (JVM running for 70.977)
23:56:02.862 [Thread-25] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,74] - De-registering from Nacos Server now...
23:56:02.862 [Thread-25] INFO  c.a.n.client.naming - [removeBeatInfo,65] - [BEAT] removing beat: DEFAULT_GROUP@@com-dualwings-sales:192.168.204.1:8081 from beat map.
23:56:02.862 [Thread-25] INFO  c.a.n.client.naming - [deregisterService,194] - [DEREGISTER-SERVICE] public deregistering service DEFAULT_GROUP@@com-dualwings-sales with instance: {"clusterName":"DEFAULT","enabled":true,"ephemeral":true,"healthy":true,"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ip":"192.168.204.1","ipDeleteTimeout":30000,"metadata":{},"port":8081,"weight":1.0}
23:56:02.867 [Thread-25] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,93] - De-registration finished.
23:56:02.996 [Thread-25] INFO  c.a.d.p.DruidDataSource - [close,1885] - {dataSource-0} closing ...
23:56:06.924 [restartedMain] INFO  c.d.s.Application - [logStartupProfileInfo,651] - No active profile set, falling back to default profiles: default
23:56:07.406 [restartedMain] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8081"]
23:56:07.406 [restartedMain] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
23:56:07.406 [restartedMain] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.29]
23:56:07.436 [restartedMain] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
23:56:09.110 [restartedMain] INFO  c.a.n.client.naming - [call,56] - initializer namespace from System Property :null
23:56:09.110 [restartedMain] INFO  c.a.n.client.naming - [call,65] - initializer namespace from System Environment :null
23:56:09.110 [restartedMain] INFO  c.a.n.client.naming - [call,75] - initializer namespace from System Property :null
